country,ISO alpha-3 code,UN_region,UN_subregion,year,record,crop_land,grazing_land,forest_land,fishing_ground,built_up_land,carbon,total,Percapita GDP (2010 USD),population
Turkmenistan,TKM,Asia,Central Asia,2014,BiocapPerCap,0.470317603,1.927043287,0.014633907,0.125885026,0.070976808,0,2.608856631,6399.27,5307000
Uganda,UGA,Africa,Eastern Africa,2014,BiocapPerCap,0.320001241,0.145950041,0.00989698,0.039929039,0.035847523,0,0.551624823,642.877,37783000
Ukraine,UKR,Europe,Eastern Europe,2014,BiocapPerCap,1.857681448,0.144125034,0.428633126,0.153065257,0.083908296,0,2.66741316,3123.92,45002000
United Arab Emirates,ARE,Asia,Western Asia,2014,BiocapPerCap,0.02388593,0.0012394,0.066505548,0.46524199,0,0,0.556872868,39034.4,9086000
United Kingdom,GBR,Europe,Northern Europe,2014,BiocapPerCap,0.512192186,0.115578939,0.122174043,0.2994725,0.15563516,0,1.205052827,40908.7,64331000
United States of America,USA,North America,North America,2014,BiocapPerCap,1.341757927,0.27857943,1.549343419,0.330624398,0.083459448,0,3.583764622,50782.5,319449000
Uruguay,URY,Latin America and the Caribbean,South America,2014,BiocapPerCap,1.908802333,4.85339356,1.231098951,2.185132454,0.145689415,0,10.32411671,13856.7,3420000
Uzbekistan,UZB,Asia,Central Asia,2014,BiocapPerCap,0.534805983,0.190739736,0.056276217,0.02744908,0.080183451,0,0.889454467,1744.49,29470000
Vanuatu,VUT,Oceania,Melanesia,2014,BiocapPerCap,0,0,0,0,0,0,2.361576044,2909.78,259000
"Venezuela, Bolivarian Republic of",VEN,Latin America and the Caribbean,South America,2014,BiocapPerCap,0.132978646,0.562658536,1.719959815,0.238049491,0.034962785,0,2.688609272,13709,30694000
Viet Nam,VNM,Asia,South-Eastern Asia,2014,BiocapPerCap,0.594846395,0.009226516,0.169623237,0.159986658,0.112355596,0,1.046038401,1596.35,92423000
Yemen,YEM,Asia,Western Asia,2014,BiocapPerCap,0.060886099,0.111150515,0.0394043,0.188354247,0.029481749,0,0.429276909,1101.12,26184000
Zambia,ZMB,Africa,Eastern Africa,2014,BiocapPerCap,0.226306747,0.846422897,0.874518693,0.021563847,0.039779961,0,2.008592145,1620.82,15721000
Zimbabwe,ZWE,Africa,Eastern Africa,2014,BiocapPerCap,0.118703549,0.288349008,0.106247844,0.009429908,0.018115059,0,0.540845367,939.78,15246000
